Brand,Model,Year,Mileage,Price
현대,투싼,2020,100598,1820
현대,아반떼,2021,47506,1630
BMW,3시리즈,2020,45394,2590
현대,팰리세이드,2020,68765,2920
현대,아슬란,2015,131161,840
쉐보레(GM대우),말리부,2015,87823,640
쉐보레(GM대우),어메이징,2015,107558,470
쉐보레(GM대우),리얼,2022,32766,2630
제네시스,GV80,2024,25092,6780
현대,코나,2022,41758,2270
기아,타스만,2025,7180,4100
벤츠,GLB-클래스,2023,26362,4500
제네시스,G80,2017,60517,1700
아우디,A4,2021,74097,2300
기아,디 올 뉴 스포티지,2022,39310,2600
KG모빌리티(쌍용),올 뉴 렉스턴,2020,66209,2830
기아,더 뉴 레이,2022,32536,1050
기아,올 뉴 모닝,2011,65183,630
르노코리아(삼성),QM6,2019,135850,1090
BMW,3시리즈,2017,97198,1300
기아,올 뉴 프라이드,2011,82757,550
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
르노코리아(삼성),더 뉴 SM6,2022,51652,1650
기아,더 뉴 카니발,2020,72317,2150
BMW,2시리즈,2022,20901,2650
KG모빌리티(쌍용),티볼리,2019,91072,1000
현대,더 뉴 팰리세이드,2024,20018,3760
기아,카니발,2021,88215,2690
기아,더 뉴 카니발,2024,19531,4590
BMW,X7,2022,36858,11400
기아,카니발,2023,56023,2490
링컨,에비에이터,2023,34746,5730
제네시스,GV70,2021,64126,3890
폭스바겐,티구안,2023,33981,2990
제네시스,EQ900,2016,132233,2160
기아,올 뉴 쏘렌토,2015,89038,1420
아우디,A7,2021,95274,4530
현대,아반떼,2018,39201,1090
기아,올 뉴 K7,2016,83397,1170
볼보,S60,2021,53758,2420
제네시스,GV80,2020,92942,4290
제네시스,EQ900,2018,131901,2290
현대,코나,2020,87077,1880
르노코리아(삼성),SM7,2015,51092,690
현대,코나,2023,33308,2710
기아,올 뉴 K7,2017,94988,1180
현대,팰리세이드,2022,60913,3240
BMW,X4,2020,49541,3890
크라이슬러,더 뉴 300C,2014,73125,870
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 레이,2021,4869,1350
현대,제네시스,2015,118329,1090
현대,쏘나타,2018,78985,1350
링컨,노틸러스,2020,53450,2230
쉐보레(GM대우),더 뉴 트래버스,2023,47295,3290
현대,제네시스,2016,123086,1200
벤츠,C-클래스,2023,27198,4470
볼보,S80,2014,93452,750
기아,더 뉴 K5,2014,100720,680
기아,모하비,2021,65141,3350
미니,쿠퍼,2018,77366,2050
BMW,1시리즈,2021,18029,3410
포드,익스플로러,2025,7000,4950
BMW,2시리즈,2022,42983,2090
볼보,XC90,2018,99149,3380
BMW,3시리즈,2015,73268,1070
현대,팰리세이드,2021,37940,2620
BMW,7시리즈,2016,56568,3190
BMW,5시리즈,2021,41150,4030
포르쉐,718,2024,29497,11720
기아,카니발,2020,63303,2270
BMW,3시리즈,2020,26599,2590
벤츠,E-클래스,2021,46971,5530
기아,K5,2016,98430,990
BMW,X4,2021,103080,3860
기아,카니발,2023,59483,2450
현대,더 뉴 팰리세이드,2023,47884,4300
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,카니발,2020,100957,2530
현대,더 뉴 아반떼,2019,114946,940
제네시스,EQ900,2018,92012,2390
기아,더 뉴 카니발,2024,45071,4930
기아,셀토스,2021,37558,1880
현대,더 뉴 벨로스터,2017,83676,780
BMW,3시리즈,2020,65416,2850
KG모빌리티(쌍용),티볼리,2019,100680,890
기아,카니발,2022,20056,3430
지프,글래디에이터,2023,24648,4770
현대,더 뉴 팰리세이드,2023,17830,4170
현대,아반떼,2022,24681,1790
현대,그랜저,2015,157805,920
기아,모하비,2023,30758,4420
BMW,X4M,2020,73564,5790
제네시스,GV80,2024,15920,8000
볼보,V60,2020,76168,2920
쉐보레(GM대우),어메이징,2016,69506,620
BMW,3시리즈,2015,114365,1040
제네시스,GV80,2024,16993,8270
BMW,3시리즈,2021,79067,2620
제네시스,G90,2020,113034,3190
기아,카니발,2023,40872,3870
기아,니로,2017,126207,1110
폭스바겐,아테온,2022,80492,2680
벤츠,CLA-클래스,2018,83863,1410
BMW,X3,2021,25317,4720
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
KG모빌리티(쌍용),토레스,2023,25811,2160
르노코리아(삼성),더 뉴 SM6,2021,60417,1350
벤츠,AMG,2023,4926,9970
기아,카니발,2023,30260,3150
인피니티,Q70,2018,55190,1160
기아,K5,2021,79108,2050
제네시스,G70,2018,103679,1750
기아,카니발,2021,105180,1920
현대,디 올 뉴 싼타페,2023,21756,3870
기아,더 뉴 봉고III,2024,56957,1670
지프,올 뉴 그랜드,2023,48198,3880
기아,올 뉴 K7,2016,14079,1490
BMW,5시리즈,2020,64102,3900
기아,타스만,2025,9095,4050
BMW,X5,2020,62811,6600
BMW,3시리즈,2022,57981,2880
기아,쏘렌토,2020,77639,2760
현대,팰리세이드,2021,79776,3250
현대,아반떼,2021,92309,1350
제네시스,GV70,2021,30787,3550
기아,올 뉴 K7,2016,114849,1140
기아,스팅어,2021,56696,2750
쉐보레(GM대우),콜로라도,2019,51105,1880
BMW,X3,2021,62609,4150
쉐보레(GM대우),더 뉴 트래버스,2022,35818,3200
현대,엑센트(신형),2012,80204,520
현대,팰리세이드,2021,64618,2350
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
제네시스,GV80,2024,19717,6490
쉐보레(GM대우),더 뉴 트래버스,2022,27036,2520
KG모빌리티(쌍용),토레스,2024,19100,2290
현대,팰리세이드,2021,69988,2750
기아,카니발,2020,90026,2290
KG모빌리티(쌍용),액티언,2024,21573,2730
벤츠,GLE-클래스,2020,54407,7030
현대,팰리세이드,2022,31296,3520
현대,i30,2018,81433,1130
르노코리아(삼성),SM7,2019,78402,820
기아,K5,2021,27195,2330
기아,더 뉴 카니발,2024,31238,4290
기아,쏘렌토,2022,27044,3330
KG모빌리티(쌍용),렉스턴,2020,80200,1690
BMW,X4,2021,48479,3280
BMW,X6,2020,45721,6550
BMW,5시리즈,2021,61892,4070
기아,타스만,2025,4159,4150
아우디,Q8,2020,99034,5790
기아,K5,2022,30503,2590
제네시스,GV80,2021,89108,3700
현대,더 뉴 그랜저,2021,114552,1720
현대,더 뉴 그랜저,2021,44086,2330
벤츠,A-클래스,2023,17055,3400
현대,쏘나타,2018,126753,990
현대,더 뉴 아반떼,2014,41140,690
벤츠,C-클래스,2023,49191,4250
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
벤츠,A-클래스,2020,98742,1790
기아,더 뉴 쏘렌토,2025,12499,3500
제네시스,EQ900,2016,90029,1920
기아,더 뉴 K5,2024,23424,2890
볼보,V60,2021,76002,3200
볼보,XC60,2014,71566,1090
기아,스팅어,2017,97723,1590
볼보,XC90,2022,35059,6290
볼보,XC90,2022,63557,5090
아우디,A4,2021,28447,2720
제네시스,G80,2021,117024,3390
기아,카니발,2020,84342,2530
BMW,3시리즈,2013,58593,1050
제네시스,G90,2020,131829,3250
기아,더 뉴 쏘렌토,2024,24756,3100
BMW,3시리즈,2017,58799,2020
BMW,X6,2021,27175,7750
기아,스팅어,2023,45230,3060
아우디,A4,2020,88856,1890
현대,디 올 뉴 싼타페,2024,24268,3650
기아,모하비,2023,24367,4490
제네시스,GV80,2020,84051,4150
기아,모하비,2021,48213,3350
기아,쏘렌토,2023,25250,2490
현대,더 뉴 아반떼,2024,13436,2190
제네시스,GV80,2021,127030,4330
기아,카니발,2023,58360,3840
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,K5,2023,24652,2250
쉐보레(GM대우),올 뉴 말리부,2017,71454,890
BMW,6시리즈,2020,46228,4450
폭스바겐,티구안,2023,34014,3080
현대,쏘나타,2020,94305,1940
기아,카니발,2021,77250,2950
현대,팰리세이드,2021,36698,2890
현대,팰리세이드,2020,58866,2690
기아,K5,2023,33886,2450
기아,올 뉴 K7,2019,99734,1400
기아,셀토스,2020,39660,1550
BMW,X4,2021,24685,4570
현대,더 뉴 그랜저,2022,24567,2680
볼보,XC40,2020,42453,2690
제네시스,GV70,2023,76245,4380
링컨,에비에이터,2023,26497,5720
현대,더 뉴 그랜저,2021,57398,2490
BMW,5시리즈,2019,113433,1910
기아,K5,2020,70332,1490
현대,아반떼,2011,83172,530
제네시스,GV80,2020,94258,4140
BMW,2시리즈,2022,45564,2330
르노코리아(삼성),그랑,2025,8281,2990
BMW,X3,2021,25222,4790
현대,쏘나타,2021,106288,1450
기아,올 뉴 K7,2019,62411,1240
BMW,3시리즈,2021,67907,2880
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,EQS,2025,8372,10500
BMW,X5,2021,151410,5300
벤츠,A-클래스,2025,1752,3950
미니,쿠퍼,2022,32646,2990
BMW,X7,2024,53158,0
BMW,3시리즈,2023,11262,3990
BMW,3시리즈,2025,8170,4090
아우디,Q5,2023,43449,4400
BMW,2시리즈,2023,13883,3250
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,i4,2026,137,6300
BMW,X5,2022,48900,6850
벤츠,E-클래스,2025,3452,6900
BMW,5시리즈,2022,74670,4450
BMW,2시리즈,2025,4793,3750
렉서스,UX250h,2010,32058,3550
BMW,Z4,2025,4110,0
아우디,A7,2023,21415,6200
BMW,3시리즈,2018,75980,1800
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,7시리즈,2025,17586,11600
BMW,1시리즈,2025,6454,3950
BMW,X4,2021,25589,4550
벤츠,E-클래스,2020,59050,3500
BMW,3시리즈,2025,4799,4100
BMW,2시리즈,2025,5520,3750
아우디,Q7,2023,43124,7150
벤츠,E-클래스,2023,29454,6150
BMW,X4,2023,29800,4750
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,S-클래스,2021,141214,8150
벤츠,GLE-클래스,2023,46438,9050
벤츠,A-클래스,2025,123,4100
포르쉐,더 뉴 카이엔,2024,7740,15600
BMW,3시리즈,2021,57600,3000
벤츠,E-클래스,2023,29905,4750
벤츠,E-클래스,2022,29076,4380
BMW,X5,2022,48433,6900
BMW,X1,2022,17273,3050
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
포르쉐,더 뉴 파나메라,2024,7315,27800
BMW,6시리즈,2024,33485,5950
벤츠,GLB-클래스,2023,39571,4050
벤츠,GLC-클래스,2020,60330,4500
벤츠,GLE-클래스,2022,97301,7450
벤츠,E-클래스,2024,15997,7100
벤츠,GLE-클래스,2025,4348,11300
벤츠,E-클래스,2021,105276,3800
BMW,7시리즈,2025,9541,0
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
미니,쿠퍼,2025,5388,3700
폭스바겐,티구안,2023,21895,3440
BMW,i4,2025,8696,5900
벤츠,EQS,2025,9214,12100
BMW,3시리즈,2025,7200,3900
BMW,5시리즈,2024,29300,7400
BMW,6시리즈,2021,148526,3990
벤츠,EQS,2023,88066,8000
벤츠,GLS-클래스,2025,1067,25100
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,GLE-클래스,2025,5285,11200
BMW,X1,2025,9300,4550
벤츠,GLB-클래스,2021,60488,3950
BMW,X6,2020,146800,4800
BMW,7시리즈,2020,99112,5000
BMW,4시리즈,2025,7390,5100
아우디,Q8,2023,17540,8850
벤츠,GLE-클래스,2021,51793,6350
BMW,3시리즈,2022,47224,3450
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
링컨,노틸러스,2023,27915,5290
BMW,6시리즈,2022,64718,4600
BMW,X4,2024,7100,0
벤츠,E-클래스,2023,100270,4300
BMW,7시리즈,2025,14861,0
BMW,X6,2021,102518,5600
BMW,X5,2021,55696,6200
BMW,7시리즈,2024,35463,10700
BMW,X2,2021,55306,2650
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,E-클래스,2022,63676,6550
BMW,7시리즈,2022,74888,6200
BMW,3시리즈,2025,9090,3850
벤츠,EQB,2025,642,6600
BMW,X5,2021,90361,5250
벤츠,GLS-클래스,2022,59812,9800
BMW,3시리즈,2025,8042,3850
BMW,3시리즈,2021,56617,3000
BMW,X3,2021,67244,4150
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,X3,2025,6905,0
벤츠,E-클래스,2022,75351,4240
BMW,3시리즈,2023,47656,0
BMW,1시리즈,2025,4218,0
벤츠,C-클래스,2025,3515,4900
BMW,3시리즈,2022,40465,3250
BMW,3시리즈,2025,8512,3850
BMW,i4,2024,24829,5400
BMW,X4M,2025,4712,9100
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,X4,2023,40330,0
벤츠,S-클래스,2023,61195,11600
BMW,X1,2025,12500,4550
벤츠,E-클래스,2022,61501,5250
벤츠,GLE-클래스,2023,84312,8150
BMW,5시리즈,2022,71987,5600
BMW,X3,2021,102868,5700
벤츠,E-클래스,2022,82450,4300
BMW,5시리즈,2025,7640,0
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,E-클래스,2022,30815,5750
BMW,3시리즈,2025,6851,0
BMW,X7,2025,10549,0
BMW,X5,2025,9191,11050
벤츠,E-클래스,2021,28150,5700
아우디,Q7,2025,7832,9400
BMW,2시리즈,2025,4224,4090
BMW,7시리즈,2019,55896,6350
BMW,X3,2025,4100,0
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
미니,쿠퍼,2025,4016,4290
포드,익스플로러,2022,114367,3390
벤츠,S-클래스,2022,87988,9150
벤츠,GLC-클래스,2022,80879,5000
BMW,5시리즈,2021,69947,3490
BMW,X6,2025,19800,10100
벤츠,E-클래스,2022,23885,4750
BMW,5시리즈,2024,42380,6300
BMW,7시리즈,2024,54724,10400
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,GLE-클래스,2021,109430,6700
BMW,1시리즈,2025,4535,0
아우디,Q7,2024,5353,8700
BMW,5시리즈,2022,66040,3300
BMW,8시리즈,2025,8750,9700
BMW,X1,2022,83300,2800
벤츠,S-클래스,2022,45581,8700
BMW,6시리즈,2022,24433,5100
미니,쿠퍼,2025,4074,4250
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,5시리즈,2020,94897,2800
BMW,M2,2023,33346,7000
BMW,X5,2024,31649,8750
BMW,X1,2024,55850,3850
BMW,X5,2022,23413,7550
렉서스,NX350h,2022,82256,5000
BMW,3시리즈,2025,6007,0
BMW,3시리즈,2025,6169,4100
BMW,i5,2025,9900,0
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
BMW,X7,2021,79780,7500
벤츠,AMG,2021,89093,6900
BMW,3시리즈,2025,9885,3900
미니,쿠퍼,2023,44791,3420
아우디,A6,2025,15729,5300
BMW,7시리즈,2021,85365,5700
아우디,Q5,2024,14997,4900
BMW,X5,2020,80100,6300
BMW,X6,2022,68041,7100
링컨,네비게이터,2021,60027,5250
BMW,X4,2021,58596,3750
기아,더 뉴 모하비,2016,96658,1290
기아,올 뉴 K7,2016,80117,1230
기아,K5,2021,84287,1700
현대,더 뉴 팰리세이드,2023,24320,3520
BMW,X3,2021,62617,4190
현대,디 올 뉴 싼타페,2024,8206,3700
아우디,A6,2020,79614,2920
현대,더 뉴 그랜저,2021,53292,2420
기아,K7,2015,117383,890
쉐보레(GM대우),말리부,2014,44432,520
쉐보레(GM대우),더 뉴 말리부,2019,119301,885
아우디,A6,2020,83340,2660
쉐보레(GM대우),더 뉴 트래버스,2023,62674,3150
벤츠,E-클래스,2025,794,7000
BMW,5시리즈,2025,4270,6200
BMW,X5,2016,56435,3720
BMW,5시리즈,2021,123580,2550
벤츠,CLE-클래스,2025,3410,8600
BMW,3시리즈,2020,40211,3350
아우디,A5,2023,5505,4400
BMW,X4,2022,41422,4850
